Ataques,Year,Epoca,Month,Estacion,Country,Sex,Type,Activity,Injury,Mortal
5174,1909,1900-1940,12,Otoño,USA,M,Unprovoked,Sin datos,Varios,N
5175,1909,1900-1940,12,Otoño,AUSTRALIA,M,Unprovoked,Fell overboard,Mortal,Y
5176,1909,1900-1940,12,Otoño,AUSTRALIA,M,Provoked,Fishing,Bitten,N
5177,1909,1900-1940,11,Otoño,INDONESIA,UNKNOWN,Sea Disaster,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Ondas boats,Mortal,Y
5178,1909,1900-1940,9,Verano,USA,M,Provoked,Seine netting,Varios,N
5179,1909,1900-1940,8,Verano,USA,M,Unprovoked,Fishing,Mortal,Y
5180,1909,1900-1940,7,Verano,USA,M,Unprovoked,Fishing,Bitten,N
5181,1909,1900-1940,7,Verano,USA,M,Unprovoked,Swimming,Laceraciones,N
5182,1909,1900-1940,6,Primavera,MEXICO,F,Unprovoked,Bathing,Mortal,Y
5183,1909,1900-1940,6,Primavera,SOUTH AFRICA,M,Unprovoked,Sin datos,Varios,Y
5184,1909,1900-1940,6,Primavera,AUSTRALIA,M,Sea Disaster,"1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909",Mortal,Y
5185,1909,1900-1940,4,Primavera,SPAIN,M,Provoked,Fishing,No injury,N
5186,1909,1900-1940,4,Primavera,USA,F,Invalid,Reported swept away by waves while gathering opihi,Varios,Y
5187,1909,1900-1940,4,Primavera,TUNISIA,M,Unprovoked,Diving (Helmet) for sponges,Mortal,Y
5188,1909,1900-1940,3,Invierno,SOUTH AFRICA,F,Sea Disaster,Wreck of the 1308-ton Norwegian ship Auckland,Mortal,Y
5190,1909,1900-1940,1,Invierno,ITALY,UNKNOWN,Invalid,"On December 28, 1908, an earthquake, followed by tsunamis, destroyed coastal towns in Silcily and southern Italy, killing more than 100,000 people",Varios,Y
5191,1909,1900-1940,0,Sin datos,AUSTRALIA,UNKNOWN,Unprovoked,Sin datos,Varios,N
5192,1908,1900-1940,12,Otoño,SOUTH AFRICA,M,Unprovoked,Swimming,Mortal,Y
5193,1908,1900-1940,12,Otoño,MEXICO,M,Unprovoked,Swimming ashore from capsized boat,Bitten,Y
5194,1908,1900-1940,9,Verano,AUSTRALIA,M,Unprovoked,Fell from the jetty,Mortal,Y
5195,1908,1900-1940,9,Verano,USA,M,Unprovoked,Fishing,Laceraciones,N
5196,1908,1900-1940,8,Verano,SPAIN,M,Unprovoked,Fell overboard from P&O steamship Arabia,Mortal,Y
5197,1908,1900-1940,7,Verano,SPAIN,UNKNOWN,Invalid,Sin datos,Varios,Y
5198,1908,1900-1940,7,Verano,CROATIA,F,Unprovoked,Boating,Mortal,Y
5199,1908,1900-1940,6,Primavera,EGYPT,M,Unprovoked,The 168-ton Belmore foundered in heavy seas,Mortal,Y
5200,1908,1900-1940,6,Primavera,USA,M,Sea Disaster,The British steamer Caribbee foundered,Mortal,Y
5201,1908,1900-1940,6,Primavera,PAPUA NEW GUINEA,UNKNOWN,Sea Disaster,.,Varios,Y
5202,1908,1900-1940,5,Primavera,INDONESIA,UNKNOWN,Sea Disaster,native boats sunk in storm,Mortal,Y
5203,1908,1900-1940,5,Primavera,USA,M,Invalid,Sin datos,Mortal,Y
5204,1908,1900-1940,1,Invierno,USA,M,Unprovoked,Gathering fish stunned by dynamite,Mortal,Y
5205,1907,1900-1940,12,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Mortal,Y
5206,1907,1900-1940,10,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Mortal,Y
5207,1907,1900-1940,10,Otoño,CHINA,M,Unprovoked,Fishing,Varios,N
5208,1907,1900-1940,10,Otoño,CHINA,M,Unprovoked,Fishing,Varios,Y
5209,1907,1900-1940,10,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Laceraciones,N
5210,1907,1900-1940,10,Otoño,HAITI,M,Invalid,Reached out to disentangle rope & fell overboard,Varios,N
5211,1907,1900-1940,10,Otoño,USA,M,Unprovoked,"Diving, retrieving fish caught in net ",Varios,N
5212,1907,1900-1940,9,Verano,ENGLAND,M,Invalid,Swimming,Varios,N
5213,1907,1900-1940,9,Verano,CROATIA,F,Unprovoked,Swimming,Mortal,Y
5214,1907,1900-1940,8,Verano,CROATIA,F,Unprovoked,Swimming,Mortal,Y
5215,1907,1900-1940,8,Verano,CROATIA,M,Unprovoked,Swimming,Mortal,Y
5216,1907,1900-1940,8,Verano,USA,M,Unprovoked,Bathing,Varios,N
5217,1907,1900-1940,7,Verano,CROATIA,F,Unprovoked,Swimming,Mortal,Y
5218,1907,1900-1940,7,Verano,AUSTRALIA,M,Invalid,.,Varios,Y
5219,1907,1900-1940,7,Verano,USA,M,Unprovoked,Floating in creek,Varios,N
5220,1907,1900-1940,4,Primavera,MEXICO,M,Unprovoked,Bathing,Laceraciones,N
5221,1907,1900-1940,3,Invierno,USA,M,Unprovoked,"Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net",Mortal,Y
5222,1907,1900-1940,3,Invierno,MALTA,M,Unprovoked,Fishing,Mortal,Y
5223,1907,1900-1940,2,Invierno,PHILIPPINES,M,Unprovoked,"Row boat (from the gunboat Elcano) was sinking, put finger in hole",Varios,N
5224,1907,1900-1940,2,Invierno,NEW ZEALAND,M,Unprovoked,Bathing,Bitten,Y
5225,1907,1900-1940,2,Invierno,AUSTRALIA,M,Unprovoked,Bathing,Mortal,Y
5226,1907,1900-1940,0,Sin datos,VIETNAM,M,Unprovoked,Fishing,Bitten,N
5227,1907,1900-1940,0,Sin datos,USA,M,Unprovoked,Fishing,Mortal,Y
5228,1906,1900-1940,11,Otoño,JAMAICA,M,Unprovoked,Fishing,Bitten,N
5229,1906,1900-1940,10,Otoño,USA,M,Unprovoked,Sin datos,Bitten,N
5230,1906,1900-1940,10,Otoño,USA,M,Unprovoked,Swimming,Mortal,Y
5231,1906,1900-1940,10,Otoño,USA,M,Unprovoked,Diving,Varios,N
5232,1906,1900-1940,10,Otoño,USA,M,Unprovoked,Swimming,Mortal,Y
5233,1906,1900-1940,9,Verano,INDONESIA,M,Unprovoked,Swimming,Varios,N
5234,1906,1900-1940,9,Verano,INDONESIA,M,Unprovoked,Swimming,Mortal,Y
5235,1906,1900-1940,9,Verano,AUSTRALIA,M,Unprovoked,Swimming,Mortal,Y
5236,1906,1900-1940,9,Verano,USA,M,Provoked,Fishing,No injury,N
5237,1906,1900-1940,8,Verano,YEMEN,M,Unprovoked,Diving around anchored liner,Varios,N
5238,1906,1900-1940,8,Verano,USA,M,Unprovoked,Fell overboard,Mortal,Y
5239,1906,1900-1940,7,Verano,USA,M,Unprovoked,Swimming,Mortal,Y
5240,1906,1900-1940,7,Verano,MOZAMBIQUE,M,Invalid,Sin datos,Varios,Y
5241,1906,1900-1940,4,Primavera,INDONESIA,M,Unprovoked,Diving,Mortal,Y
5242,1906,1900-1940,4,Primavera,AUSTRALIA,M,Provoked,Shooting sharks ,Varios,N
5243,1906,1900-1940,4,Primavera,AUSTRALIA,M,Unprovoked,Diving for beche-de-mer ,Mortal,Y
5244,1906,1900-1940,4,Primavera,INDONESIA,M,Sea Disaster,The schooner Tahitienne foundered in a hurricane,Mortal,Y
5245,1906,1900-1940,4,Primavera,AUSTRALIA,M,Invalid,.,Varios,Y
5246,1906,1900-1940,2,Invierno,NEW ZEALAND,M,Invalid,Swimming,Mortal,Y
5247,1906,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Bathing,Mortal,Y
5248,1906,1900-1940,1,Invierno,SOUTH AFRICA,M,Unprovoked,Washing horses,Bitten,Y
5249,1905,1900-1940,12,Otoño,SOUTH AFRICA,M,Unprovoked,Floating or standing,Bitten,Y
5250,1905,1900-1940,12,Otoño,AUSTRALIA,M,Invalid,Bathing,Varios,N
5251,1905,1900-1940,11,Otoño,MEDITERRANEAN SEA,M,Invalid,A man's head found in a shark caught by British steamer Syria,Varios,Y
5252,1905,1900-1940,9,Verano,AUSTRALIA,M,Unprovoked,Swimming,Mortal,Y
5253,1905,1900-1940,8,Verano,USA,M,Unprovoked,Fishing,Varios,N
5254,1905,1900-1940,8,Verano,PHILIPPINES,M,Unprovoked,Bathing,Bitten,N
5255,1905,1900-1940,7,Verano,USA,M,Unprovoked,Bathing,Mortal,Y
5256,1905,1900-1940,7,Verano,ITALY,M,Invalid,Sin datos,Varios,Y
5257,1905,1900-1940,7,Verano,USA,M,Unprovoked,Fishing,Mortal,Y
5258,1905,1900-1940,5,Primavera,USA,M,Unprovoked,Swimming,Laceraciones,N
5259,1905,1900-1940,4,Primavera,SOUTH AFRICA,M,Unprovoked,Swimming,Bitten,Y
5260,1905,1900-1940,3,Invierno,AUSTRALIA,M,Unprovoked,Bathing,Bitten,N
5261,1905,1900-1940,3,Invierno,AUSTRALIA,UNKNOWN,Invalid,Bathing,Mortal,Y
5262,1905,1900-1940,2,Invierno,AUSTRALIA,M,Invalid,Bathing,Varios,Y
5263,1905,1900-1940,1,Invierno,AUSTRALIA,M,Invalid,Bathing,Varios,Y
5264,1905,1900-1940,0,Sin datos,USA,UNKNOWN,Boat,Harpooning turtles,No injury,N
5265,1904,1900-1940,11,Otoño,PHILIPPINES,M,Unprovoked,Bathing alongside US Naval ship,Bitten,N
5266,1904,1900-1940,10,Otoño,INDIAN OCEAN,M,Unprovoked,Fell overboard,Mortal,Y
5267,1904,1900-1940,9,Verano,CUBA,M,Unprovoked,Lost his footing & fell overboard,Mortal,Y
5268,1904,1900-1940,8,Verano,CUBA,M,Unprovoked,"Ship's boat capsized in squall, captain & 2 sailors clinging onto hull",Mortal,Y
5269,1904,1900-1940,7,Verano,USA,M,Unprovoked,Sailing,No injury,N
5270,1904,1900-1940,7,Verano,USA,M,Unprovoked,Swimming,Mortal,Y
5271,1904,1900-1940,7,Verano,ITALY,M,Unprovoked,Swimming,Mortal,Y
5272,1904,1900-1940,2,Invierno,AUSTRALIA,M,Unprovoked,Swimming after his hat,Mortal,Y
5273,1904,1900-1940,2,Invierno,NEW ZEALAND,M,Unprovoked,Swimming,Mortal,Y
5274,1904,1900-1940,1,Invierno,NEW CALEDONIA,M,Unprovoked,Bathing,Mortal,Y
5275,1904,1900-1940,0,Sin datos,USA,M,Invalid,Diving on a wreck,Bitten,N
5276,1904,1900-1940,0,Sin datos,PHILIPPINES,M,Unprovoked,Bathing,Bitten,N
5277,1904,1900-1940,0,Sin datos,USA,M,Unprovoked,Swimming,Mortal,Y
5278,1903,1900-1940,10,Otoño,CUBA,M,Unprovoked,Fell overboard,Mortal,Y
5279,1903,1900-1940,9,Verano,USA,M,Unprovoked,Fishing,Laceraciones,N
5280,1903,1900-1940,7,Verano,FALKLAND ISLANDS,M,Unprovoked,"Swimming, after falling overboard",Bitten,N
5281,1903,1900-1940,6,Primavera,AUSTRALIA,M,Unprovoked,Swimming,Mortal,Y
5282,1903,1900-1940,5,Primavera,MEXICO,M,Unprovoked,Bathing,Mortal,Y
5283,1903,1900-1940,3,Invierno,AUSTRALIA,M,Unprovoked,Suicide,Varios,Y
5284,1903,1900-1940,3,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Mortal,Y
5285,1903,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Sin datos,Mortal,Y
5286,1903,1900-1940,0,Sin datos,CRETE,M,Unprovoked,Diving,Mortal,Y
5287,1903,1900-1940,0,Sin datos,USA,M,Unprovoked,Fishing,Mortal,Y
5288,1902,1900-1940,12,Otoño,NICARAGUA,M,Unprovoked,Swimming,Mortal,Y
5289,1902,1900-1940,11,Otoño,AUSTRALIA,M,Unprovoked,Swimming,Mortal,Y
5290,1902,1900-1940,11,Otoño,USA,M,Unprovoked,Fishing,Varios,N
5291,1902,1900-1940,8,Verano,ITALY,M,Unprovoked,Swimming,Mortal,Y
5292,1902,1900-1940,8,Verano,CROATIA,M,Boat,Fishing,No injury,N
5293,1902,1900-1940,8,Verano,USA,M,Unprovoked,Catching crabs,Mortal,Y
5294,1902,1900-1940,7,Verano,ITALY,M,Provoked,Fishing,Varios,N
5295,1902,1900-1940,7,Verano,USA,M,Provoked,Swimming,Varios,N
5296,1902,1900-1940,6,Primavera,PHILIPPINES,M,Unprovoked,Sin datos,Varios,N
5297,1902,1900-1940,6,Primavera,EGYPT,M,Unprovoked,Diving,Varios,N
5298,1902,1900-1940,4,Primavera,SOUTH AFRICA,M,Invalid,Swimming,Varios,Y
5299,1902,1900-1940,2,Invierno,NEW ZEALAND,M,Provoked,Bathing on ship deck,No injury,N
5300,1902,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Dangling feet in the water,Mortal,Y
5301,1902,1900-1940,1,Invierno,SOUTH AFRICA,M,Invalid,Sin datos,Varios,Y
5302,1902,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Bitten,N
5303,1901,1900-1940,12,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Laceraciones,N
5304,1901,1900-1940,10,Otoño,PHILIPPINES,M,Unprovoked,Taking catch from a fish weir in which the shark was snared,Bitten,N
5305,1901,1900-1940,9,Verano,CYPRUS,M,Unprovoked,Swimming,Bitten,Y
5306,1901,1900-1940,7,Verano,SOUTH AFRICA,M,Unprovoked,Swimming,Bitten,Y
5307,1901,1900-1940,7,Verano,ITALY,M,Invalid,Swimming,Varios,UNKNOWN
5308,1901,1900-1940,6,Primavera,YEMEN,M,Invalid,Diving around anchored liner,No details,UNKNOWN
5309,1901,1900-1940,6,Primavera,PHILIPPINES,M,Unprovoked,Swimming,Varios,N
5310,1901,1900-1940,1,Invierno,AUSTRALIA,M,Unprovoked,Bathing,Bitten,Y
5311,1901,1900-1940,0,Sin datos,USA,M,Unprovoked,Bathing,Bitten,N
5312,1900,Antes de 1900,12,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Mortal,Y
5313,1900,Antes de 1900,11,Otoño,SOUTH AFRICA,M,Unprovoked,Swimming,Mortal,Y
5314,1900,Antes de 1900,10,Otoño,SOUTH AFRICA,M,Invalid,Swimming,Varios,Y
5315,1900,Antes de 1900,9,Verano,AUSTRALIA,M,Unprovoked,Swimming,Varios,N
5316,1900,Antes de 1900,9,Verano,USA,M,Unprovoked,Diving,No injury,UNKNOWN
5317,1900,Antes de 1900,9,Verano,USA,M,Unprovoked,Floating,Varios,N
5318,1900,Antes de 1900,8,Verano,USA,M,Unprovoked,Bathing,Laceraciones,N
5319,1900,Antes de 1900,7,Verano,CROATIA,M,Unprovoked,Swimming,Mortal,Y
5320,1900,Antes de 1900,7,Verano,USA,M,Invalid,Hunting seashells,Varios,Y
5321,1900,Antes de 1900,7,Verano,USA,UNKNOWN,Provoked, ,No injury,N
5322,1900,Antes de 1900,1,Invierno,AUSTRALIA,M,Unprovoked,"Bathing, gathering oysters",Bitten,N
5323,1900,Antes de 1900,0,Sin datos,USA,M,Unprovoked,Sin datos,Varios,N
5324,1900,Antes de 1900,0,Sin datos,SOUTH AFRICA,M,Unprovoked,Swimming,Varios,N
5325,1899,Antes de 1900,12,Otoño,AUSTRALIA,M,Unprovoked,Fell into the water,Varios,N
5326,1899,Antes de 1900,11,Otoño,PHILIPPINES,UNKNOWN,Sea Disaster,Sea Disaster,Mortal,Y
5327,1899,Antes de 1900,10,Otoño,LIBYA,M,Unprovoked,Diving,Laceraciones,N
5328,1899,Antes de 1900,10,Otoño,LIBYA,M,Unprovoked,Diving,Mortal,Y
5329,1899,Antes de 1900,9,Verano,MEXICO,M,Unprovoked,Swimming,Mortal,Y
5330,1899,Antes de 1900,8,Verano,USA,M,Provoked,Hunting sharks,Mortal,Y
5331,1899,Antes de 1900,8,Verano,USA,M,Unprovoked,Swimming,Mortal,Y
5332,1899,Antes de 1900,8,Verano,EGYPT,M,Unprovoked,Floating on his back,Varios,N
5333,1899,Antes de 1900,8,Verano,EGYPT,M,Unprovoked,Bathing,Bitten,N
5334,1899,Antes de 1900,8,Verano,EGYPT,M,Unprovoked,Bathing,Bitten,N
5335,1899,Antes de 1900,7,Verano,BAHAMAS,M,Unprovoked,Fell overboard ,Mortal,Y
5336,1899,Antes de 1900,6,Primavera,ITALY,M,Provoked,Fishing,Varios,N
5337,1899,Antes de 1900,6,Primavera,NEW ZEALAND,M,Invalid,Attempting to land a boat from the Hinemoa,Mortal,Y
5338,1899,Antes de 1900,5,Primavera,PHILIPPINES,M,Invalid,Swimming,Mortal,Y
5339,1899,Antes de 1900,5,Primavera,ITALY,M,Unprovoked,Bathing,Mortal,Y
5340,1899,Antes de 1900,1,Invierno,AUSTRALIA,F,Invalid,Bathing,Varios,Y
5341,1899,Antes de 1900,0,Sin datos,SOUTH AFRICA,M,Unprovoked,Dangling feet in the water,Varios,N
5342,1899,Antes de 1900,0,Sin datos,USA,M,Boat,Rowing,No injury,N
5343,1899,Antes de 1900,0,Sin datos,USA,M,Unprovoked,Hunting crayfish,Bitten,N
5344,1898,Antes de 1900,12,Otoño,AUSTRALIA,M,Unprovoked,Fell oveboard,Mortal,Y
5345,1898,Antes de 1900,10,Otoño,USA,M,Unprovoked,Jumped overboard,Mortal,Y
5348,1898,Antes de 1900,8,Verano,USA,M,Unprovoked,Swimming,Varios,N
5349,1898,Antes de 1900,7,Verano,AUSTRALIA,UNKNOWN,Invalid,Swimming after their boat capsized,Varios,Y
5350,1898,Antes de 1900,7,Verano,YEMEN,M,Unprovoked,Swimming at side of small boat,Mortal,Y
5351,1898,Antes de 1900,7,Verano,YEMEN,M,Unprovoked,Bathing,Mortal,Y
5352,1898,Antes de 1900,7,Verano,CUBA,M,Unprovoked,Swimming,Mortal,Y
5353,1898,Antes de 1900,6,Primavera,NEW CALEDONIA,M,Unprovoked,boat from City of Naples capsized,Mortal,Y
5354,1898,Antes de 1900,4,Primavera,FIJI,M,Sea Disaster,The cutter Francis Adams foundered,Laceraciones,N
5355,1898,Antes de 1900,0,Sin datos,CRETE,M,Invalid,Sponge divers,Varios,UNKNOWN
5356,1898,Antes de 1900,0,Sin datos,USA,M,Unprovoked,Fishing,Laceraciones,N
5357,1898,Antes de 1900,0,Sin datos,CUBA,M,Unprovoked,13 men in the water after sailboat capsized & sank,Mortal,Y
5358,1898,Antes de 1900,0,Sin datos,JAMAICA,F,Unprovoked,Trailing hand in the water,Laceraciones,N
5359,1898,Antes de 1900,0,Sin datos,CUBA,M,Unprovoked,Attempting to escape by swimming to shore,Mortal,Y
5360,1898,Antes de 1900,0,Sin datos,USA,M,Unprovoked,Sin datos,Laceraciones,N
5361,1898,Antes de 1900,0,Sin datos,YEMEN,M,Unprovoked,Diving for coins,Mortal,Y
5362,1898,Antes de 1900,0,Sin datos,USA,M,Sea Disaster,Loss of the schooner Nomad,Mortal,Y
5363,1897,Antes de 1900,12,Otoño,USA,M,Provoked,Angling,Varios,N
5364,1897,Antes de 1900,10,Otoño,MEXICO,M,Invalid,Diving,Minor injury,N
5365,1897,Antes de 1900,10,Otoño,MARSHALL ISLANDS,UNKNOWN,Unprovoked,Fishing,Mortal,Y
5366,1897,Antes de 1900,9,Verano,USA,M,Provoked,Fishing,Laceraciones,N
5367,1897,Antes de 1900,9,Verano,USA,M,Unprovoked,Bathing,Laceraciones,N
5368,1897,Antes de 1900,7,Verano,SOUTH AFRICA,M,Unprovoked,Bathing after stray fish from seine netters catch,Mortal,Y
5369,1897,Antes de 1900,6,Primavera,YEMEN,UNKNOWN,Invalid,Wreck of the steamship Sultan of Bombay,Varios,Y
5371,1897,Antes de 1900,3,Invierno,USA,M,Unprovoked,Fishing,Mortal,Y
5372,1897,Antes de 1900,0,Sin datos,NEW ZEALAND,M,Unprovoked,Sin datos,Laceraciones,N
5373,1897,Antes de 1900,0,Sin datos,EGYPT,UNKNOWN,Unprovoked,Sin datos,No details,UNKNOWN
5374,1896,Antes de 1900,12,Otoño,AUSTRALIA,M,Boat,Fishing,No injury,N
5375,1896,Antes de 1900,12,Otoño,NEW ZEALAND,M,Unprovoked,Bathing,Mortal,Y
5376,1896,Antes de 1900,12,Otoño,NEW ZEALAND,M,Unprovoked,Sin datos,Mortal,Y
5377,1896,Antes de 1900,11,Otoño,AUSTRALIA,M,Unprovoked,Swimming,Mortal,Y
5378,1896,Antes de 1900,11,Otoño,AUSTRALIA,M,Unprovoked,Boat swamped,Mortal,Y
5379,1896,Antes de 1900,9,Verano,SRI LANKA,M,Unprovoked,Diving,Varios,N
5380,1896,Antes de 1900,7,Verano,USA,M,Unprovoked,Fishing,Mortal,Y
5381,1896,Antes de 1900,6,Primavera,USA,M,Unprovoked,Bathing,Laceraciones,N
5382,1896,Antes de 1900,1,Invierno,AUSTRALIA,M,Unprovoked,Bathing,Mortal,Y
5383,1896,Antes de 1900,0,Sin datos,USA,M,Unprovoked,"Swimming ashore from a ""filibuster""",Mortal,Y
5384,1896,Antes de 1900,0,Sin datos,HAITI,M,Unprovoked,Bathing,Varios,N
5385,1895,Antes de 1900,12,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Mortal,Y
5386,1895,Antes de 1900,11,Otoño,BARBADOS,M,Unprovoked,Diving for coins,Bitten,N
5387,1895,Antes de 1900,11,Otoño,AUSTRALIA,M,Unprovoked,Fishing,Mortal,Y
5388,1895,Antes de 1900,9,Verano,CUBA,M,Sea Disaster,Shipwreck,Varios,Y
5389,1895,Antes de 1900,9,Verano,YEMEN,M,Unprovoked,Diving for coins,Mortal,Y
5390,1895,Antes de 1900,9,Verano,USA,UNKNOWN,Provoked,Fishing,No injury,N
5391,1895,Antes de 1900,8,Verano,USA,M,Unprovoked,Swimming,Mortal,Y
5392,1895,Antes de 1900,8,Verano,USA,M,Unprovoked,Fishing,Bitten,N
5393,1895,Antes de 1900,7,Verano,JAPAN,M,Unprovoked,Hunting seals,Mortal,Y
5395,1895,Antes de 1900,6,Primavera,AUSTRALIA,M,Unprovoked,Diving,Mortal,Y
5396,1895,Antes de 1900,5,Primavera,BAHAMAS,M,Sea Disaster,Sea Disaster : Wreck of the Carrie E. Long,Bitten,N
5397,1895,Antes de 1900,5,Primavera,NEW ZEALAND,M,Unprovoked,"""Boat accident""",Bitten,Y
5398,1895,Antes de 1900,4,Primavera,SOUTH AFRICA,M,Unprovoked,"""Crossing the river""",Laceraciones,Y
5399,1895,Antes de 1900,4,Primavera,NEW ZEALAND,M,Unprovoked,Swimming,Laceraciones,N
5400,1895,Antes de 1900,3,Invierno,INDONESIA,M,Unprovoked,Swimming,Mortal,Y
5401,1895,Antes de 1900,3,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Bitten,N
5402,1895,Antes de 1900,2,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Mortal,Y
5403,1895,Antes de 1900,2,Invierno,PANAMA,M,Unprovoked,"Swimming, after sailboat capsized",Mortal,Y
5404,1895,Antes de 1900,0,Sin datos,AUSTRALIA,UNKNOWN,Boat,Sin datos,No injury,N
5405,1894,Antes de 1900,12,Otoño,USA,M,Provoked,Fishing,Bitten,N
5406,1894,Antes de 1900,11,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Varios,N
5407,1894,Antes de 1900,10,Otoño,USA,M,Unprovoked,Swimming,Mortal,Y
5408,1894,Antes de 1900,9,Verano,USA,M,Unprovoked,Bathing,Laceraciones,N
5409,1894,Antes de 1900,9,Verano,FIJI,F,Unprovoked,Dangling feet in the water,Varios,N
5410,1894,Antes de 1900,9,Verano,USA,M,Provoked,Fishing,Varios,N
5411,1894,Antes de 1900,8,Verano,USA,F,Unprovoked,Swimming,No injury,UNKNOWN
5412,1894,Antes de 1900,8,Verano,USA,M,Unprovoked,Swimming / floating on his back,Laceraciones,N
5413,1894,Antes de 1900,7,Verano,FRANCE,M,Unprovoked,Fishing,No injury,Y
5414,1894,Antes de 1900,6,Primavera,USA,M,Unprovoked,Bathing,Varios,UNKNOWN
5415,1894,Antes de 1900,6,Primavera,SOUTH AFRICA,M,Unprovoked,Swimming after harpooned whale capsized boat,Mortal,Y
5416,1894,Antes de 1900,6,Primavera,USA,M,Unprovoked,bathing ,Bitten,N
5417,1894,Antes de 1900,6,Primavera,MEXICO,M,Unprovoked,Fell from yardarm of British ship Rover,Bitten,Y
5418,1894,Antes de 1900,4,Primavera,BURMA,F,Unprovoked,Bathing,Mortal,Y
5419,1894,Antes de 1900,4,Primavera,BURMA,F,Unprovoked,Bathing,Mortal,Y
5420,1893,Antes de 1900,10,Otoño,INDIA,M,Unprovoked,Murder,Mortal,Y
5421,1893,Antes de 1900,10,Otoño,CROATIA,UNKNOWN,Invalid,small boat,No injury,N
5422,1893,Antes de 1900,7,Verano,PHILIPPINES,M,Unprovoked,Abandoning burning steamship Don Juan,Mortal,Y
5423,1893,Antes de 1900,6,Primavera,LEBANON,M,Unprovoked,HMS Victoria collided with the HMS Camperdown,Mortal,Y
5424,1893,Antes de 1900,6,Primavera,NIGERIA,M,Unprovoked,A barque wrecked,Mortal,Y
5425,1893,Antes de 1900,5,Primavera,FIJI,F,Unprovoked,Canoe swamped,Mortal,Y
5426,1893,Antes de 1900,5,Primavera,CUBA,M,Unprovoked,His balloon crashed in the harbor,Mortal,Y
5427,1893,Antes de 1900,4,Primavera,SOUTH ATLANTIC OCEAN,M,Unprovoked,Swimming after falling overboard from the sealing ship Vesper,Varios,N
5428,1893,Antes de 1900,4,Primavera,AUSTRALIA,M,Unprovoked,"Boat capsized, swimming ashore",Bitten,N
5429,1893,Antes de 1900,4,Primavera,AUSTRALIA,M,Invalid,"Boat capsized, swimming ashore",Varios,Y
5430,1893,Antes de 1900,1,Invierno,NEW ZEALAND,M,Unprovoked,Bathing,Mortal,Y
5431,1893,Antes de 1900,1,Invierno,FRENCH POLYNESIA,M,Unprovoked,Murdered,Mortal,Y
5432,1893,Antes de 1900,0,Sin datos,EGYPT,UNKNOWN,Unprovoked,Sin datos,No details,UNKNOWN
5433,1892,Antes de 1900,12,Otoño,ATLANTIC OCEAN,M,Unprovoked,Fell overboard,Mortal,Y
5434,1892,Antes de 1900,11,Otoño,AUSTRALIA,M,Unprovoked,Fishing,Varios,N
5435,1892,Antes de 1900,11,Otoño,AUSTRALIA,F,Unprovoked,Swimming,Varios,N
5436,1892,Antes de 1900,9,Verano,USA,M,Unprovoked,Sin datos,Bitten,N
5437,1892,Antes de 1900,6,Primavera,FRANCE,UNKNOWN,Invalid,Fishing,No injury,UNKNOWN
5438,1892,Antes de 1900,6,Primavera,CUBA,M,Unprovoked,Riding a horse,Mortal,Y
5439,1892,Antes de 1900,5,Primavera,NEW ZEALAND,M,Unprovoked,Bathing,Minor injury,N
5440,1892,Antes de 1900,4,Primavera,BAHAMAS,M,Unprovoked,Fell overboard from sponge vessel,Mortal,Y
5441,1892,Antes de 1900,3,Invierno,PACIFIC OCEAN,M,Unprovoked, a canoe was pursuing a schooner that had forcibily abducted 5 young girls,Varios,Y
5442,1892,Antes de 1900,3,Invierno,AUSTRALIA,M,Provoked,Fishing,Laceraciones,N
5443,1892,Antes de 1900,0,Sin datos,AUSTRALIA,M,Provoked,Diving,Mortal,Y
5444,1891,Antes de 1900,12,Otoño,AUSTRALIA,M,Unprovoked,Swimming,Varios,N
5445,1891,Antes de 1900,12,Otoño,NEW ZEALAND,M,Unprovoked,"Swimming, after boat swamped",Bitten,N
5446,1891,Antes de 1900,9,Verano,KIRIBATI,UNKNOWN,Sea Disaster,"Sea Disaster, canoes capsized in storm",Mortal,Y
5447,1891,Antes de 1900,8,Verano,CANADA,M,Unprovoked,Knocked overboard,Mortal,Y
5448,1891,Antes de 1900,8,Verano,USA,M,Provoked,Shooting sharks ,Varios,N
