Ataques,Year,Epoca,Month,Estacion,Country,Sex,Type,Activity,Injury,Mortal
1129,2007,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,Minor injury,N
1130,2007,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,No injury,N
1131,2007,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,No injury,N
1132,2007,1980-Actualidad,7,Verano,USA,M,Boat,Kayak Fishing,No injury,N
1133,2007,1980-Actualidad,7,Verano,USA,M,Unprovoked,Bathing,Bitten,N
1134,2007,1980-Actualidad,7,Verano,AUSTRALIA,M,Unprovoked,Bathing,Bitten,N
1135,2007,1980-Actualidad,7,Verano,USA,M,Unprovoked,Swimming,Bitten,N
1136,2007,1980-Actualidad,7,Verano,NORWAY,M,Provoked,Diving,No injury,N
1137,2007,1980-Actualidad,7,Verano,USA,F,Invalid,Swimming,Varios,N
1138,2007,1980-Actualidad,7,Verano,USA,F,Unprovoked,Bathing,Laceraciones,N
1139,2007,1980-Actualidad,7,Verano,BAHAMAS,F,Unprovoked,Fishing,Laceraciones,N
1140,2007,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,Bitten,N
1141,2007,1980-Actualidad,7,Verano,REUNION,M,Unprovoked,Surfing,Minor injury,N
1142,2007,1980-Actualidad,7,Verano,SENEGAL,UNKNOWN,Invalid,Murder,No details,UNKNOWN
1143,2007,1980-Actualidad,6,Primavera,USA,M,Provoked,Removing hook from shark,Laceraciones,N
1144,2007,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Swimming,Bitten,N
1145,2007,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Surfing,Varios,N
1146,2007,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Surfing,No injury,N
1147,2007,1980-Actualidad,6,Primavera,USA,F,Invalid,Surfing,Varios,N
1148,2007,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Swimming,Bitten,N
1149,2007,1980-Actualidad,6,Primavera,AUSTRALIA,M,Unprovoked,Surfing,Laceraciones,N
1150,2007,1980-Actualidad,5,Primavera,USA,F,Unprovoked,Bathing,Laceraciones,N
1151,2007,1980-Actualidad,5,Primavera,USA,F,Provoked,Reviving a sedated shark,Bitten,N
1152,2007,1980-Actualidad,5,Primavera,ENGLAND,M,Provoked,Fishing,Varios,N
1153,2007,1980-Actualidad,5,Primavera,AUSTRALIA,F,Unprovoked,Bathing,Bitten,N
1154,2007,1980-Actualidad,5,Primavera,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
1155,2007,1980-Actualidad,5,Primavera,USA,F,Unprovoked,Surfing,Bitten,N
1156,2007,1980-Actualidad,5,Primavera,SEYCHELLES,M,Unprovoked,Bathing,No injury,N
1157,2007,1980-Actualidad,5,Primavera,AUSTRALIA,M,Invalid,Swimming,Varios,Y
1158,2007,1980-Actualidad,5,Primavera,USA,F,Unprovoked,Bathing,Bitten,N
1159,2007,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Swimming,Varios,N
1160,2007,1980-Actualidad,5,Primavera,TURKS & CAICOS,UNKNOWN,Sea Disaster,Sea Disaster,Bitten,Y
1161,2007,1980-Actualidad,5,Primavera,BAHAMAS,F,Provoked,Shark tagging,Laceraciones,N
1162,2007,1980-Actualidad,4,Primavera,AUSTRALIA,F,Unprovoked,Swimming / jumping off a jetty,Varios,N
1163,2007,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Bitten,N
1164,2007,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Laceraciones,N
1165,2007,1980-Actualidad,4,Primavera,USA,UNKNOWN,Boat,Fishing,No injury,N
1166,2007,1980-Actualidad,4,Primavera,NEW CALEDONIA,M,Unprovoked,Surfing,Bitten,N
1167,2007,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Playing on a sandbar,Laceraciones,N
1168,2007,1980-Actualidad,3,Invierno,USA,M,Unprovoked,Surfing,Laceraciones,N
1169,2007,1980-Actualidad,3,Invierno,USA,M,Unprovoked,Sin datos,Varios,N
1170,2007,1980-Actualidad,3,Invierno,YEMEN,UNKNOWN,Unprovoked,Murder,Mortal,Y
1171,2007,1980-Actualidad,3,Invierno,USA,M,Unprovoked,Surfing,Varios,N
1172,2007,1980-Actualidad,3,Invierno,AUSTRALIA,F,Unprovoked,Surfing,Laceraciones,N
1173,2007,1980-Actualidad,3,Invierno,USA,M,Provoked,Fishing,Bitten,N
1174,2007,1980-Actualidad,3,Invierno,AUSTRALIA,F,Unprovoked,Swimming,Varios,N
1175,2007,1980-Actualidad,3,Invierno,USA,M,Unprovoked,Surfing,Laceraciones,N
1176,2007,1980-Actualidad,3,Invierno,NEW ZEALAND,M,Provoked,Fishing,Bitten,N
1177,2007,1980-Actualidad,2,Invierno,COSTA RICA,M,Invalid,Swimming,Varios,Y
1178,2007,1980-Actualidad,2,Invierno,AUSTRALIA,M,Unprovoked,Boogie Boarding,Laceraciones,N
1179,2007,1980-Actualidad,2,Invierno,NEW CALEDONIA,M,Unprovoked,Fishing,Varios,N
1180,2007,1980-Actualidad,1,Invierno,NEW CALEDONIA,M,Unprovoked,Fishing,Bitten,N
1181,2007,1980-Actualidad,1,Invierno,USA,UNKNOWN,Boat,Shrimping,No injury,N
1182,2007,1980-Actualidad,1,Invierno,AUSTRALIA,M,Unprovoked,Diving,Bitten,N
1183,2007,1980-Actualidad,1,Invierno,AUSTRALIA,M,Invalid,Swimming,Varios,Y
1184,2007,1980-Actualidad,1,Invierno,SOUTH AFRICA,M,Unprovoked,Surfing,Mortal,Y
1185,2007,1980-Actualidad,1,Invierno,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
1186,2007,1980-Actualidad,1,Invierno,USA,M,Invalid,Surfing,No injury,N
1187,2007,1980-Actualidad,1,Invierno,USA,M,Unprovoked,Surfing,No injury,N
1188,2006,1980-Actualidad,12,Otoño,AUSTRALIA,M,Unprovoked,Surfing,Bitten,N
1189,2006,1980-Actualidad,12,Otoño,NEW ZEALAND,M,Unprovoked,Surfing,Bitten,N
1190,2006,1980-Actualidad,12,Otoño,USA,M,Unprovoked,Surfing,Bitten,N
1191,2006,1980-Actualidad,12,Otoño,SOUTH AFRICA,M,Provoked,Fishing,Bitten,N
1192,2006,1980-Actualidad,12,Otoño,AUSTRALIA,M,Unprovoked,Surfing,Laceraciones,N
1193,2006,1980-Actualidad,11,Otoño,PHILIPPINES,UNKNOWN,Sea Disaster,Sea Disaster,Varios,Y
1194,2006,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Swimming,Varios,N
1195,2006,1980-Actualidad,11,Otoño,SOUTH AFRICA,M,Provoked,Canoeing,Laceraciones,N
1196,2006,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,No injury,N
1197,2006,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Fishing,Bitten,N
1198,2006,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,Bitten,N
1199,2006,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,Laceraciones,N
1200,2006,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Playing soccer in the water,Laceraciones,N
1201,2006,1980-Actualidad,10,Otoño,BAHAMAS,F,Unprovoked,Diving,Varios,N
1202,2006,1980-Actualidad,10,Otoño,GULF OF ADEN,UNKNOWN,Unprovoked,Murder,Mortal,Y
1203,2006,1980-Actualidad,9,Verano,SOUTH AFRICA,M,Invalid,Fishing,No injury,N
1204,2006,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Bitten,N
1205,2006,1980-Actualidad,9,Verano,USA,M,Provoked,Diving / Kissing the shark,Laceraciones,N
1206,2006,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Varios,N
1207,2006,1980-Actualidad,9,Verano,USA,M,Unprovoked,Swimming,Minor injury,N
1208,2006,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Varios,N
1209,2006,1980-Actualidad,9,Verano,AUSTRALIA,M,Invalid,Diving,Varios,Y
1210,2006,1980-Actualidad,9,Verano,BRAZIL,M,Unprovoked,Sin datos,Mortal,Y
1211,2006,1980-Actualidad,9,Verano,USA,M,Unprovoked,Bathing,Varios,N
1212,2006,1980-Actualidad,9,Verano,USA,M,Unprovoked,Swimming,Bitten,N
1213,2006,1980-Actualidad,9,Verano,SOUTH AFRICA,M,Unprovoked,Surfing,No injury,N
1214,2006,1980-Actualidad,8,Verano,USA,M,Unprovoked,Surfing,Varios,N
1215,2006,1980-Actualidad,8,Verano,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
1216,2006,1980-Actualidad,8,Verano,REUNION,M,Unprovoked,Surfing,Varios,N
1217,2006,1980-Actualidad,8,Verano,BRAZIL,M,Invalid,Sin datos,Varios,Y
1218,2006,1980-Actualidad,8,Verano,BELIZE,M,Invalid,Fishing,Varios,Y
1219,2006,1980-Actualidad,8,Verano,ITALY,M,Sea Disaster,Sea Disaster,Mortal,Y
1220,2006,1980-Actualidad,8,Verano,REUNION,M,Unprovoked,Surfing,Mortal,Y
1221,2006,1980-Actualidad,8,Verano,SOUTH AFRICA,M,Unprovoked,Surfing,No injury,N
1222,2006,1980-Actualidad,8,Verano,SOUTH AFRICA,M,Unprovoked,Lifesaving drill,Varios,N
1223,2006,1980-Actualidad,8,Verano,USA,F,Unprovoked,Bathing,Laceraciones,N
1224,2006,1980-Actualidad,8,Verano,REUNION,M,Unprovoked,Fishing,Bitten,N
1225,2006,1980-Actualidad,7,Verano,USA,UNKNOWN,Provoked,Touching sharks,Minor injury,N
1226,2006,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,Minor injury,N
1227,2006,1980-Actualidad,7,Verano,USA,M,Invalid,Boogie Boarding,Varios,N
1228,2006,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,Bitten,N
1229,2006,1980-Actualidad,7,Verano,SOUTH AFRICA,M,Unprovoked,Surfing,No injury,N
1230,2006,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,Varios,N
1231,2006,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,Bitten,N
1232,2006,1980-Actualidad,7,Verano,AUSTRALIA,UNKNOWN,Invalid,Sin datos,Bitten,N
1233,2006,1980-Actualidad,7,Verano,USA,M,Unprovoked,Bathing,Bitten,N
1234,2006,1980-Actualidad,7,Verano,SPAIN,F,Invalid,Swimming,Bitten,N
1235,2006,1980-Actualidad,7,Verano,USA,F,Unprovoked,Swimming,Bitten,N
1236,2006,1980-Actualidad,7,Verano,BRAZIL,M,Unprovoked,Sin datos,Mortal,Y
1237,2006,1980-Actualidad,7,Verano,USA,M,Unprovoked,Bathing,Bitten,N
1238,2006,1980-Actualidad,7,Verano,USA,M,Unprovoked,Walking,Bitten,N
1239,2006,1980-Actualidad,7,Verano,USA,F,Unprovoked,Surfing,Bitten,N
1240,2006,1980-Actualidad,7,Verano,USA,M,Unprovoked,Swimming,Bitten,N
1241,2006,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Fishing,Laceraciones,N
1242,2006,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Fishing,Minor injury,N
1243,2006,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Surfing,Bitten,N
1244,2006,1980-Actualidad,6,Primavera,USA,M,Provoked,Fishing,Varios,N
1245,2006,1980-Actualidad,6,Primavera,BAHAMAS,M,Unprovoked,Fishing,Bitten,N
1246,2006,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Surfing,Varios,N
1247,2006,1980-Actualidad,6,Primavera,BRAZIL,M,Unprovoked,Surfing,Bitten,Y
1248,2006,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Diving,No injury,N
1249,2006,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Surfing,Varios,N
1250,2006,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Playing,Laceraciones,N
1251,2006,1980-Actualidad,6,Primavera,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
1252,2006,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Fishing,Varios,N
1253,2006,1980-Actualidad,5,Primavera,USA,UNKNOWN,Provoked,Tagging sharks,No injury,N
1254,2006,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Surfing,No injury,N
1255,2006,1980-Actualidad,5,Primavera,USA,M,Provoked,Fishing,Bitten,N
1256,2006,1980-Actualidad,5,Primavera,BRAZIL,M,Unprovoked,Surfing,Varios,N
1257,2006,1980-Actualidad,5,Primavera,USA,F,Unprovoked,Diving,Varios,N
1258,2006,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Sin datos,Varios,N
1259,2006,1980-Actualidad,5,Primavera,USA,F,Unprovoked,Swimming,Varios,N
1260,2006,1980-Actualidad,5,Primavera,AUSTRALIA,M,Provoked,Bathing,Varios,N
1261,2006,1980-Actualidad,4,Primavera,USA,M,Invalid,Sin datos,Varios,Y
1262,2006,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Bitten,N
1263,2006,1980-Actualidad,4,Primavera,USA,F,Unprovoked,Bathing,Varios,N
1264,2006,1980-Actualidad,4,Primavera,USA,M,Provoked,Fishing,Varios,N
1265,2006,1980-Actualidad,4,Primavera,AUSTRALIA,M,Unprovoked,Surfing,Varios,N
1266,2006,1980-Actualidad,4,Primavera,SOUTH AFRICA,M,Unprovoked,Surfing,Bitten,N
1267,2006,1980-Actualidad,4,Primavera,BRAZIL,M,Unprovoked,Swimming,Bitten,N
1268,2006,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Bathing,Minor injury,N
1269,2006,1980-Actualidad,3,Invierno,SIERRA LEONE,M,Unprovoked,Fishing,Mortal,Y
1270,2006,1980-Actualidad,3,Invierno,USA,F,Unprovoked,Surfing,Varios,N
1271,2006,1980-Actualidad,3,Invierno,SOUTH AFRICA,M,Invalid,Swimming,Mortal,Y
1272,2006,1980-Actualidad,3,Invierno,FIJI,M,Unprovoked,Surfing,Laceraciones,N
1273,2006,1980-Actualidad,3,Invierno,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
1274,2006,1980-Actualidad,2,Invierno,USA,F,Unprovoked,Bathing,Varios,N
1275,2006,1980-Actualidad,2,Invierno,USA,M,Invalid,Diving,Bitten,Y
1276,2006,1980-Actualidad,2,Invierno,AUSTRALIA,M,Unprovoked,Bathing,Laceraciones,N
1277,2006,1980-Actualidad,2,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Varios,N
1278,2006,1980-Actualidad,2,Invierno,AUSTRALIA,M,Boat,Fishing,No injury,N
1279,2006,1980-Actualidad,2,Invierno,SOUTH AFRICA,M,Unprovoked,Surfing,Varios,N
1280,2006,1980-Actualidad,2,Invierno,TONGA,F,Unprovoked,Swimming,Mortal,Y
1281,2006,1980-Actualidad,2,Invierno,USA,M,Boat,Kayaking,No injury,N
1282,2006,1980-Actualidad,1,Invierno,ATLANTIC OCEAN,M,Boat,Competing in the Woodvale Atlantic Rowing Race,No injury,N
1283,2006,1980-Actualidad,1,Invierno,SOUTH AFRICA,M,Unprovoked,Fishing,Bitten,N
1284,2006,1980-Actualidad,1,Invierno,ATLANTIC OCEAN,F,Boat,Competing in the Woodvale Atlantic Rowing Race,No injury,N
1285,2006,1980-Actualidad,1,Invierno,USA,M,Unprovoked,Surfing,No injury,N
1286,2006,1980-Actualidad,1,Invierno,AUSTRALIA,M,Unprovoked,Diving,Laceraciones,N
1287,2006,1980-Actualidad,1,Invierno,BAHAMAS,M,Invalid,Diving for lobsters,No injury,N
1288,2006,1980-Actualidad,1,Invierno,AUSTRALIA,F,Unprovoked,Swimming,Mortal,Y
1289,2006,1980-Actualidad,1,Invierno,USA,M,Unprovoked,Surfing,Varios,N
1290,2006,1980-Actualidad,1,Invierno,SOUTH AFRICA,M,Unprovoked,Diving for crayfish,Laceraciones,N
1291,2005,1980-Actualidad,12,Otoño,USA,M,Unprovoked,Surfing,Laceraciones,N
1292,2005,1980-Actualidad,12,Otoño,USA,M,Unprovoked,Swimming,Bitten,N
1293,2005,1980-Actualidad,12,Otoño,ATLANTIC OCEAN,UNKNOWN,Boat,Competing in the Woodvale Atlantic Rowing Race,No injury,N
1294,2005,1980-Actualidad,12,Otoño,AUSTRALIA,M,Unprovoked,Fishing,Bitten,N
1295,2005,1980-Actualidad,12,Otoño,AUSTRALIA,UNKNOWN,Boat,Fishing,No injury,N
1296,2005,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Surfing,Bitten,N
1297,2005,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Surfing,Laceraciones,N
1298,2005,1980-Actualidad,11,Otoño,AUSTRALIA,UNKNOWN,Boat,Fishing,No injury,N
1299,2005,1980-Actualidad,11,Otoño,AUSTRALIA,M,Unprovoked,Surfing,Varios,N
1300,2005,1980-Actualidad,11,Otoño,SOUTH AFRICA,M,Unprovoked,Surfing,Bitten,N
1301,2005,1980-Actualidad,11,Otoño,NEW CALEDONIA,UNKNOWN,Unprovoked,Fishing,Bitten,N
1302,2005,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Surfing,Bitten,N
1303,2005,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Surfing,Laceraciones,N
1304,2005,1980-Actualidad,11,Otoño,NEW CALEDONIA,UNKNOWN,Boat,Sin datos,No injury,N
1305,2005,1980-Actualidad,11,Otoño,SOUTH AFRICA,M,Provoked,Fishing,Laceraciones,N
1306,2005,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Surfing,Varios,N
1307,2005,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Surfing,No injury,N
1308,2005,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Surfing,No injury,N
1309,2005,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Bathing,Varios,N
1310,2005,1980-Actualidad,10,Otoño,ST. MAARTIN,M,Unprovoked,Bathing,Laceraciones,N
1311,2005,1980-Actualidad,10,Otoño,SOUTH AFRICA,M,Unprovoked,Surfing,Bitten,N
1312,2005,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,No injury,N
1313,2005,1980-Actualidad,10,Otoño,USA,F,Unprovoked,Surfing,Bitten,N
1314,2005,1980-Actualidad,10,Otoño,USA,M,Provoked,Bathing,Varios,N
1315,2005,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,No injury,N
1316,2005,1980-Actualidad,10,Otoño,GRAND CAYMAN,F,Unprovoked,Diving,No injury,N
1317,2005,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,Varios,N
1318,2005,1980-Actualidad,10,Otoño,BAHAMAS,M,Unprovoked,Diving,Laceraciones,N
1319,2005,1980-Actualidad,10,Otoño,SOUTH AFRICA,M,Unprovoked,Surfing,No injury,N
1320,2005,1980-Actualidad,9,Verano,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
1321,2005,1980-Actualidad,9,Verano,AUSTRALIA,M,Unprovoked,Surfing,Laceraciones,N
1322,2005,1980-Actualidad,9,Verano,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
1323,2005,1980-Actualidad,9,Verano,USA,M,Invalid,Surfing,Laceraciones,N
1324,2005,1980-Actualidad,9,Verano,USA,F,Unprovoked,Surfing,Varios,N
1325,2005,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Mortal,Y
1326,2005,1980-Actualidad,9,Verano,AUSTRALIA,M,Unprovoked,Bathing,Laceraciones,N
1327,2005,1980-Actualidad,9,Verano,USA,F,Unprovoked,Bathing,Laceraciones,N
1328,2005,1980-Actualidad,9,Verano,AUSTRALIA,M,Unprovoked,Surfing,Laceraciones,N
1329,2005,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Bitten,N
1330,2005,1980-Actualidad,9,Verano,THAILAND,M,Provoked,Removing shark from net,Mortal,Y
1331,2005,1980-Actualidad,8,Verano,AUSTRALIA,M,Unprovoked,Diving,Mortal,Y
1332,2005,1980-Actualidad,8,Verano,USA,M,Unprovoked,Surfing,Laceraciones,N
1333,2005,1980-Actualidad,8,Verano,USA,M,Invalid,"Boogie boarding, kicked at object in the water",Varios,N
1334,2005,1980-Actualidad,8,Verano,USA,M,Unprovoked,Swimming,Varios,N
1335,2005,1980-Actualidad,8,Verano,USA,M,Unprovoked,Walking,Bitten,N
1336,2005,1980-Actualidad,8,Verano,SOUTH AFRICA,UNKNOWN,Invalid,Sin datos,Varios,N
1337,2005,1980-Actualidad,8,Verano,USA,M,Unprovoked,Surfing,Varios,N
1338,2005,1980-Actualidad,8,Verano,USA,M,Unprovoked,Swimming,Varios,N
1339,2005,1980-Actualidad,8,Verano,SEYCHELLES,M,Invalid,Fishing,Mortal,Y
1340,2005,1980-Actualidad,7,Verano,USA,F,Unprovoked,Bathing,Varios,N
1341,2005,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,Varios,N
1342,2005,1980-Actualidad,7,Verano,USA,M,Invalid,Surfing,Varios,N
1343,2005,1980-Actualidad,7,Verano,LIBERIA,M,Invalid,Swimming,Varios,Y
1344,2005,1980-Actualidad,7,Verano,CHINA,M,Provoked,Diving,Varios,N
1345,2005,1980-Actualidad,7,Verano,AUSTRALIA,UNKNOWN,Invalid,Sin datos,Varios,N
1346,2005,1980-Actualidad,7,Verano,USA,M,Unprovoked,Swimming,Laceraciones,N
1347,2005,1980-Actualidad,7,Verano,USA,F,Unprovoked,Holding onto an inflatable boat,Bitten,N
1348,2005,1980-Actualidad,7,Verano,USA,M,Unprovoked,Bathing,Bitten,N
1349,2005,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Fishing,Bitten,N
1350,2005,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Swimming with boogie board,Bitten,Y
1351,2005,1980-Actualidad,6,Primavera,VANUATU,F,Unprovoked,Swimming,Mortal,Y
1352,2005,1980-Actualidad,6,Primavera,MEXICO,M,Unprovoked,Surfing,Bitten,N
1353,2005,1980-Actualidad,6,Primavera,USA,M,Invalid,Swimming,No injury,N
1354,2005,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Swimming,Bitten,N
1355,2005,1980-Actualidad,6,Primavera,SOUTH KOREA,F,Unprovoked,Diving,Bitten,N
1356,2005,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Boogie boarding,Laceraciones,N
1357,2005,1980-Actualidad,6,Primavera,USA,M,Invalid,Surfing,Varios,N
1358,2005,1980-Actualidad,6,Primavera,SOUTH AFRICA,M,Unprovoked,Fishing,Mortal,Y
1359,2005,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Bathing,Varios,N
1360,2005,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Swimming,Bitten,N
1361,2005,1980-Actualidad,5,Primavera,USA,F,Unprovoked,Crouching in 2' of water,Bitten,N
1362,2005,1980-Actualidad,5,Primavera,SOUTH AFRICA,M,Unprovoked,Surfing,Laceraciones,N
1363,2005,1980-Actualidad,5,Primavera,AUSTRALIA,UNKNOWN,Unprovoked,Fishing,Varios,N
1364,2005,1980-Actualidad,5,Primavera,USA,UNKNOWN,Unprovoked,Kayaking,No injury,N
1365,2005,1980-Actualidad,5,Primavera,MADAGASCAR,M,Unprovoked,Fishing,Bitten,N
1366,2005,1980-Actualidad,5,Primavera,USA,M,Sea Disaster,Sea Disaster,No injury,N
1367,2005,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Surfing,No injury,N
1368,2005,1980-Actualidad,4,Primavera,AUSTRALIA,M,Provoked,Fishing,Varios,N
1369,2005,1980-Actualidad,4,Primavera,AUSTRALIA,UNKNOWN,Unprovoked,Sin datos,Bitten,N
1370,2005,1980-Actualidad,4,Primavera,AUSTRALIA,M,Unprovoked,Fishing,Varios,N
1371,2005,1980-Actualidad,4,Primavera,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
1372,2005,1980-Actualidad,4,Primavera,USA,F,Unprovoked,Bathing,Bitten,N
1373,2005,1980-Actualidad,4,Primavera,USA,M,Invalid,Surfing,Varios,N
1374,2005,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Bitten,N
1375,2005,1980-Actualidad,4,Primavera,USA,F,Unprovoked,Sin datos,Varios,N
1376,2005,1980-Actualidad,4,Primavera,HONDURAS,F,Invalid,SCUBA Diving,Varios,N
1377,2005,1980-Actualidad,3,Invierno,SOUTH AFRICA,M,Unprovoked,Surfing,Laceraciones,N
1378,2005,1980-Actualidad,3,Invierno,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
1379,2005,1980-Actualidad,3,Invierno,VENEZUELA,M,Unprovoked,Surfing,Bitten,N
1380,2005,1980-Actualidad,3,Invierno,AUSTRALIA,M,Unprovoked,Bathing,Mortal,Y
1381,2005,1980-Actualidad,3,Invierno,USA,M,Provoked,Diving in aquarium display tank,Varios,N
1382,2005,1980-Actualidad,3,Invierno,SOUTH AFRICA,M,Invalid,Sin datos,Varios,N
1383,2005,1980-Actualidad,3,Invierno,NEW ZEALAND,M,Provoked,Fishing,No injury,N
1384,2005,1980-Actualidad,3,Invierno,SOLOMON ISLANDS,M,Unprovoked,Diving,Bitten,N
1385,2005,1980-Actualidad,2,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Bitten,N
1386,2005,1980-Actualidad,2,Invierno,USA,M,Provoked,Fishing,Varios,N
1387,2005,1980-Actualidad,2,Invierno,USA,M,Unprovoked,Surfing,No injury,N
1388,2005,1980-Actualidad,2,Invierno,USA,M,Unprovoked,Fishing,Bitten,N
1389,2005,1980-Actualidad,2,Invierno,BRAZIL,M,Unprovoked,Surfing,Varios,N
1390,2005,1980-Actualidad,1,Invierno,CUBA,M,Unprovoked,Swimming,Varios,N
1391,2005,1980-Actualidad,1,Invierno,AUSTRALIA,M,Provoked,Fishing,No injury,N
1392,2005,1980-Actualidad,1,Invierno,AUSTRALIA,UNKNOWN,Provoked,Attempting to drive shark away from sailing regatta,No injury,N
1393,2005,1980-Actualidad,1,Invierno,NEW ZEALAND,M,Unprovoked,Fishing,No injury,N
1394,2004,1980-Actualidad,12,Otoño,SRI LANKA,F,Invalid,"Swept out to sea by the tsunami, she clung  to a log for 24 hours",No injury,N
1395,2004,1980-Actualidad,12,Otoño,AUSTRALIA,M,Unprovoked,Scurfing (surfboard being  towed behind a boat),Mortal,Y
1396,2004,1980-Actualidad,12,Otoño,AUSTRALIA,M,Unprovoked,Fishing,Bitten,Y
1397,2004,1980-Actualidad,11,Otoño,SOUTH AFRICA,M,Unprovoked,Surfing,Varios,N
1398,2004,1980-Actualidad,11,Otoño,SOUTH AFRICA,M,Unprovoked,Playing,Laceraciones,N
1399,2004,1980-Actualidad,11,Otoño,SOUTH AFRICA,F,Unprovoked,Swimming,Mortal,Y
1400,2004,1980-Actualidad,11,Otoño,USA,UNKNOWN,Unprovoked,Surfing,Laceraciones,N
1401,2004,1980-Actualidad,11,Otoño,VANUATU,M,Unprovoked,Bathing,Bitten,N
1402,2004,1980-Actualidad,11,Otoño,NEW CALEDONIA,UNKNOWN,Unprovoked,Diving,Bitten,N
1403,2004,1980-Actualidad,10,Otoño,CUBA,M,Unprovoked,Diving,Bitten,N
1404,2004,1980-Actualidad,10,Otoño,NEW ZEALAND,UNKNOWN,Invalid,Sin datos,No injury,N
1405,2004,1980-Actualidad,10,Otoño,SOUTH AFRICA,M,Unprovoked,Chumming for white sharks,Laceraciones,N
1406,2004,1980-Actualidad,10,Otoño,AUSTRALIA,M,Unprovoked,Surfing,Laceraciones,N
1407,2004,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,Bitten,N
1408,2004,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Fishing,Bitten,N
1409,2004,1980-Actualidad,10,Otoño,SOUTH AFRICA,M,Unprovoked,Surfing,Varios,N
